[16:25:36] [SUCCESS] Reset completed.
[16:25:36] [INFO] [1/4] Loading / scanning OneDrive (V15.1)
[16:25:36] [DEBUG] Get-GraphToken: checking existing token
[16:25:36] [DEBUG] Valid token loaded from cache
[16:25:36] [INFO] Full delta scan (new base)
[16:25:38] [DEBUG] Read-AzureFileInfo: no SHA1 for 'root', using Graph ID fallback.
[16:25:38] [DEBUG] Read-AzureFileInfo: no SHA1 for 'Vidéos', using Graph ID fallback.
[16:25:38] [DEBUG] Read-AzureFileInfo: no SHA1 for 'Vie des enfants', using Graph ID fallback.
[16:25:38] [DEBUG] Read-AzureFileInfo: no SHA1 for 'Félix Scolarité', using Graph ID fallback.
[16:25:38] [DEBUG] Read-AzureFileInfo: no SHA1 for 'Félix Santé', using Graph ID fallback.
[16:25:38] [DEBUG] Read-AzureFileInfo: no SHA1 for 'Importations', using Graph ID fallback.
[16:25:38] [DEBUG] Read-AzureFileInfo: no SHA1 for 'jeanph01@gmail.com - Google Photos', using Graph ID fallback.
[16:25:38] [DEBUG] Read-AzureFileInfo: no SHA1 for '2010', using Graph ID fallback.
[16:25:38] [DEBUG] Read-AzureFileInfo: no SHA1 for '07', using Graph ID fallback.
[16:25:38] [DEBUG] Read-AzureFileInfo: no SHA1 for '08', using Graph ID fallback.
[16:25:38] [DEBUG] Read-AzureFileInfo: no SHA1 for '2011', using Graph ID fallback.
[16:25:38] [DEBUG] Read-AzureFileInfo: no SHA1 for '10', using Graph ID fallback.
[16:25:38] [DEBUG] Read-AzureFileInfo: no SHA1 for '11', using Graph ID fallback.
[16:25:38] [DEBUG] Read-AzureFileInfo: no SHA1 for '04', using Graph ID fallback.
[16:25:38] [DEBUG] Read-AzureFileInfo: no SHA1 for '09', using Graph ID fallback.
[16:25:38] [DEBUG] Read-AzureFileInfo: no SHA1 for '2006', using Graph ID fallback.
[16:25:38] [DEBUG] Read-AzureFileInfo: no SHA1 for '11', using Graph ID fallback.
[16:25:38] [DEBUG] Read-AzureFileInfo: no SHA1 for '09', using Graph ID fallback.
[16:25:38] [DEBUG] Read-AzureFileInfo: no SHA1 for '01', using Graph ID fallback.
[16:25:38] [DEBUG] Read-AzureFileInfo: no SHA1 for '2009', using Graph ID fallback.
[16:25:38] [DEBUG] Read-AzureFileInfo: no SHA1 for '11', using Graph ID fallback.
[16:25:38] [DEBUG] Read-AzureFileInfo: no SHA1 for '12', using Graph ID fallback.
[16:25:38] [DEBUG] Read-AzureFileInfo: no SHA1 for '07', using Graph ID fallback.
[16:25:38] [DEBUG] Read-AzureFileInfo: no SHA1 for '10', using Graph ID fallback.
[16:25:38] [DEBUG] Read-AzureFileInfo: no SHA1 for '03', using Graph ID fallback.
[16:25:38] [DEBUG] Read-AzureFileInfo: no SHA1 for '05', using Graph ID fallback.
[16:25:38] [DEBUG] Read-AzureFileInfo: no SHA1 for '06', using Graph ID fallback.
[16:25:38] [DEBUG] Read-AzureFileInfo: no SHA1 for '02', using Graph ID fallback.
[16:25:38] [DEBUG] Read-AzureFileInfo: no SHA1 for '2007', using Graph ID fallback.
[16:25:38] [DEBUG] Read-AzureFileInfo: no SHA1 for '06', using Graph ID fallback.
[16:25:38] [DEBUG] Read-AzureFileInfo: no SHA1 for '2008', using Graph ID fallback.
[16:25:38] [DEBUG] Read-AzureFileInfo: no SHA1 for '10', using Graph ID fallback.
[16:25:38] [DEBUG] Read-AzureFileInfo: no SHA1 for '01', using Graph ID fallback.
[16:25:38] [DEBUG] Read-AzureFileInfo: no SHA1 for '09', using Graph ID fallback.
[16:25:38] [DEBUG] Read-AzureFileInfo: no SHA1 for '2004', using Graph ID fallback.
[16:25:38] [DEBUG] Read-AzureFileInfo: no SHA1 for '03', using Graph ID fallback.
[16:25:38] [DEBUG] Read-AzureFileInfo: no SHA1 for '2005', using Graph ID fallback.
[16:25:38] [DEBUG] Read-AzureFileInfo: no SHA1 for '12', using Graph ID fallback.
[16:25:38] [DEBUG] Read-AzureFileInfo: no SHA1 for '08', using Graph ID fallback.
[16:25:38] [DEBUG] Read-AzureFileInfo: no SHA1 for '2013', using Graph ID fallback.
[16:25:38] [DEBUG] Read-AzureFileInfo: no SHA1 for '05', using Graph ID fallback.
[16:25:38] [DEBUG] Read-AzureFileInfo: no SHA1 for 'jeanph01@gmail.com - Dropbox', using Graph ID fallback.
